#RunName;RunCode;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;PartFiles;PartsOut;MaxParticles;MaxCells;Hw;StepAlgo;Kernel;Viscosity;ViscoValue;DeltaSPH;TMax;Nbound;Nfixed;H;RhopOut;PartsRhopOut;PartsVelOut;CellMode;RunMode;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart
CasePeriodicity;uvi3r7sq;20-02-2018 15:28:13;23808;646.463196;107.743492;646.540466;2340070;4391208;200317;101;0;23877;11760;Gpu_0?="GeForce GTX 1070";Symplectic;Wendland;Artificial;0.200000;0.1;6.000000;5002;5002;0.002449;(700-1300);0;0;2H;Pos-Double, Single-Gpu, BsForcesBound=Dynamic (47 regs), BsForcesFluid=Dynamic (55 regs);0.016599;73.302559;1.679838;75.533157;28.794302;6.831514;0.508325;45.410786;103.453590;0.000000;10.752744;0.000000;0.000000;81.610229;0.000000;0.066096;0.000139
