#RunName;RunCode;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;PartFiles;PartsOut;MaxParticles;MaxCells;Hw;StepAlgo;Kernel;Viscosity;ViscoValue;DeltaSPH;TMax;Nbound;Nfixed;H;RhopOut;PartsRhopOut;PartsVelOut;CellMode;RunMode;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart
CaseMovingSquare;mmxe3v45;30-08-2017 10:50:35;20302;0.170131;8.504147;0.210581;1915180;3348860;50;3;0;20302;2627;Gpu_0?="GeForce GTX 1070";Symplectic;Wendland;Artificial;0.000010;0.1;0.020000;1042;601;0.070711;(700-1300);0;0;2H;Pos-Double, Single-Gpu, BsForcesBound=Dynamic (45 regs), BsForcesFluid=Dynamic (54 regs);0.006320;0.006449;0.000426;0.019432;0.013221;0.001521;0.000135;0.012084;0.051795;0.000000;0.002751;0.000000;0.003635;0.000000;0.000000;0.000837;0.000002
