 ;PosX [m]:;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5
 ;PosY [m]:;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 ;PosZ [m]:;0.0001;0.0991;0.1981;0.2971;0.3961;0.4951;0.5941;0.6931;0.7921;0.8911;0.9901;1.0891;1.1881;1.2871;1.3861;1.4851;1.5841;1.6831;1.7821;1.8811;1.9801;2.0791;2.1781;2.2771;2.3761;2.4751;2.5741;2.6731;2.7721;2.8711;2.9701
Part;Time [s];Vel.x_0;Vel.x_1;Vel.x_2;Vel.x_3;Vel.x_4;Vel.x_5;Vel.x_6;Vel.x_7;Vel.x_8;Vel.x_9;Vel.x_10;Vel.x_11;Vel.x_12;Vel.x_13;Vel.x_14;Vel.x_15;Vel.x_16;Vel.x_17;Vel.x_18;Vel.x_19;Vel.x_20;Vel.x_21;Vel.x_22;Vel.x_23;Vel.x_24;Vel.x_25;Vel.x_26;Vel.x_27;Vel.x_28;Vel.x_29;Vel.x_30
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0.0100689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.52386e-39;4.11247e-31;1.34956e-23;1.19544e-16;2.25552e-10;4.90267e-05;0.252277
2;0.0201166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.92364e-44;4.51198e-37;2.44681e-30;5.89735e-24;5.48387e-18;1.62236e-12;1.12098e-07;0.00103213;0.390245
3;0.0301052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.90454e-44;1.31737e-37;1.90674e-31;1.37882e-25;3.03817e-20;-1.06984e-14;2.61674e-10;2.88347e-06;0.00465601;0.476261
4;0.0401044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.2039e-45;5.69408e-39;2.00405e-33;-6.40072e-26;-1.69535e-18;-7.69651e-14;-6.6112e-12;7.73193e-09;2.31695e-05;0.0117165;0.53631
5;0.0500953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-8.84723e-39;-2.82999e-31;-9.12655e-24;-1.16919e-16;1.38912e-13;-1.04875e-11;1.00243e-12;8.68277e-08;0.000100172;0.0219053;0.57756
