 ;PosX [m]:;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5
 ;PosY [m]:;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 ;PosZ [m]:;0.0001;0.0991;0.1981;0.2971;0.3961;0.4951;0.5941;0.6931;0.7921;0.8911;0.9901;1.0891;1.1881;1.2871;1.3861;1.4851;1.5841;1.6831;1.7821;1.8811;1.9801;2.0791;2.1781;2.2771;2.3761;2.4751;2.5741;2.6731;2.7721;2.8711;2.9701
Part;Time [s];Vel.x_0;Vel.x_1;Vel.x_2;Vel.x_3;Vel.x_4;Vel.x_5;Vel.x_6;Vel.x_7;Vel.x_8;Vel.x_9;Vel.x_10;Vel.x_11;Vel.x_12;Vel.x_13;Vel.x_14;Vel.x_15;Vel.x_16;Vel.x_17;Vel.x_18;Vel.x_19;Vel.x_20;Vel.x_21;Vel.x_22;Vel.x_23;Vel.x_24;Vel.x_25;Vel.x_26;Vel.x_27;Vel.x_28;Vel.x_29;Vel.x_30
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;0.0102478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.0622e-42;4.01485e-37;1.35435e-32;1.69004e-28;2.86823e-24;3.19652e-20;9.7676e-17;7.36618e-14;1.25114e-10;3.85966e-07;0.000165572;0.0200092;0.377228
2;0.0201601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.58225e-43;4.45986e-39;2.2363e-35;7.46123e-32;1.68896e-28;5.26015e-25;1.21137e-21;1.41609e-18;1.20259e-15;7.81239e-13;4.2977e-10;1.19945e-07;2.04554e-05;0.00168271;0.06026;0.466412
3;0.0300566;0;0;0;0;0;0;0;0;0;0;0;0;0;2.12997e-43;7.46875e-40;1.57568e-36;2.99994e-33;4.16269e-30;5.70843e-27;6.00853e-24;4.71339e-21;3.00683e-18;1.3934e-15;5.23794e-13;1.27953e-10;2.36851e-08;2.6326e-06;0.000182838;0.00653092;0.11007;0.560601
4;0.0402604;0;0;0;0;0;0;0;0;0;0;0;1.54143e-44;1.87998e-41;1.61448e-38;3.80888e-35;4.57626e-32;3.24772e-29;1.7322e-26;1.20443e-23;6.91819e-21;2.55013e-18;7.29984e-16;1.65471e-13;3.14548e-11;3.94454e-09;3.59076e-07;2.0678e-05;0.000764375;0.015439;0.158983;0.618548
5;0.0500908;0;0;0;0;0;0;0;0;0;0;1.56945e-43;1.41523e-40;1.54779e-37;1.1653e-34;8.08906e-32;4.33557e-29;2.25233e-26;9.33955e-24;3.20028e-21;9.01422e-19;2.01501e-16;3.73195e-14;5.09126e-12;5.52979e-10;4.19762e-08;2.34551e-06;8.50795e-05;0.00200433;0.0271186;0.201744;0.656341
