#RunName;RunCode;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;PartFiles;PartsOut;MaxParticles;MaxCells;Hw;StepAlgo;Kernel;Viscosity;ViscoValue;DeltaSPH;TMax;Nbound;Nfixed;H;RhopOut;PartsRhopOut;PartsVelOut;CellMode;RunMode;VA-Init;NL-Limits;NL-MakeSort;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-SavePart
CaseAaron;10c0ijx3;07-09-2018 12:53:50;3255;790.941162;158.187775;790.981812;1202380;0;54325;101;0;4412;224;Cpu;Symplectic;Wendland;Laminar+SPS;0.100000;0.3;5.000000;124;124;0.027500;(700-1300);0;0;2H;Pos-Double - OpenMP(Threads:8);0.040669;3.650639;5.945089;7.210781;0.001984;13.335338;730.580627;6.881325;16.307835;0.000000;0.000000;5.282535;0.000870;1.666301
