#RunName;RunCode;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;PartFiles;PartsOut;MaxParticles;MaxCells;Hw;StepAlgo;Kernel;Viscosity;ViscoValue;DeltaSPH;TMax;Nbound;Nfixed;H;RhopOut;PartsRhopOut;PartsVelOut;CellMode;RunMode;VA-Init;NL-Limits;NL-PreSort;NL-RadixSort;NL-CellBegin;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-DownData;SU-SavePart
CaseMovingSquare;nr65qmj2;30-08-2017 10:57:30;20302;0.171855;8.548104;0.229333;1827180;3592484;50;3;0;20302;2627;Gpu_0?="GeForce GTX 1070";Symplectic;Wendland;Artificial;0.000010;0.1;0.020000;1042;601;0.070711;(700-1300);0;0;2H;Pos-Double, Single-Gpu, BsForcesBound=Dynamic (45 regs), BsForcesFluid=Dynamic (56 regs);0.009950;0.006458;0.000434;0.019529;0.013079;0.001524;0.000137;0.012056;0.052394;0.001109;0.002770;0.000000;0.003472;0.000000;0.000000;0.000831;0.000002
